id,name,category,description,price,isVeg,tags,imageUrl,isAvailable,sortOrder
805,Chicken Chettinad With Paratha,Indian Mains,"Fiery, peppery Chettinad-style chicken curry with crisp paratha.",305,FALSE,spicy,,TRUE,5
806,Paneer Makhani & Laccha Paratha,Indian Mains,"Smooth paneer in tomato-based makhani sauce with laccha paratha.",380,TRUE,,,TRUE,6
807,Dal Makhani & Laccha Paratha,Indian Mains,Creamy dal makhani with flaky laccha paratha.,290,TRUE,bestseller,,TRUE,7
808,Dum Ka Murgh Rice Bowl,Indian Mains,Fragrant basmati rice with tender dum-style chicken.,390,FALSE,,,TRUE,8
809,Veg Korma With Paratha,Indian Mains,"Creamy, spiced vegetable curry with flaky paratha.",270,TRUE,,,TRUE,9
810,Dal Makhani Rice Bowl,Indian Mains,Slow-cooked black lentils in buttery sauce over herb rice.,330,TRUE,,,TRUE,10
811,Chole Masala With Herb Rice,Indian Mains,Zesty chole with aromatic herb-infused rice.,260,TRUE,,,TRUE,11
812,Chicken Makhani & Laccha Paratha,Indian Mains,Classic butter chicken with traditional laccha paratha.,440,FALSE,staffpick,,TRUE,12
813,Dum Ka Paneer Rice Bowl,Indian Mains,Flavorful dum-cooked herb rice with marinated paneer.,370,TRUE,,,TRUE,13
814,Extra Stuffed Kulcha,Indian Mains,Loaded with flavorful fillings.,50,TRUE,,,TRUE,14
815,Extra Laccha Paratha (1 Piece),Indian Mains,Flaky layered paratha.,30,TRUE,,,TRUE,15
901,Black Pepper Chicken Rice Bowl,Continental,Juicy chicken meatballs in black pepper gravy with egg rice.,445,FALSE,,,TRUE,1
902,Grilled Fish With Berry Coulis,Continental,"Grilled Samal fish with sweet-tart berry reduction, mash & veggies.",695,FALSE,staffpick,,TRUE,2
903,Black Pepper Veggie Rice Bowl,Continental,Stir-fried vegetables in black pepper gravy with corn rice.,405,TRUE,,,TRUE,3
904,Grilled Chicken On Hummus,Continental,Spiced grilled chicken on hummus with pita sticks and salad.,385,FALSE,,,TRUE,4
905,Paneer Roulade On Hummus,Continental,Herb-spiced paneer roulade on creamy hummus with pita and salad.,350,TRUE,,,TRUE,5
906,Fiery Chicken With Corn Rice,Continental,"Bold, spicy stir-fry served with comforting corn rice.",465,FALSE,spicy,,TRUE,6
907,Fiery Paneer With Corn Rice,Continental,"Bold, spicy stir-fry served with comforting corn rice.",445,TRUE,spicy,,TRUE,7
908,Chilli Paprika Chicken,Continental,"Tangy paprika sauce with a fiery kick, served with garlic bread.",465,FALSE,spicy,,TRUE,8
909,Chilli Paprika Paneer,Continental,"Tangy paprika sauce with a fiery kick, served with garlic bread.",445,TRUE,spicy,,TRUE,9
910,Grilled Paneer Steak,Continental,Hearty grilled paneer steak with vegetables and red wine sauce.,390,TRUE,,,TRUE,10
911,Grilled Chicken,Continental,Tender grilled chicken breast with vegetables and red wine sauce.,450,FALSE,,,TRUE,11
912,Creamy Cajun Rice Bowl: Veg,Continental,Cajun-seasoned paneer with roasted vegetables in creamy gravy.,440,TRUE,spicy,,TRUE,12
913,Creamy Cajun Rice Bowl: Chicken,Continental,Cajun-seasoned chicken in creamy gravy over rice.,460,FALSE,spicy,,TRUE,13
1001,Chicken Makhani Biryani,Biryani,Butter chicken meets biryani in this rich indulgent dish.,365,FALSE,bestseller,,TRUE,1
1002,Biryani Combo,Biryani,"Pick 1 Biryani, 1 Beverage and a Dessert.",350,TRUE,,,TRUE,2
1003,Paneer Makhani Biryani,Biryani,Creamy makhani-flavored paneer with fragrant biryani rice.,340,TRUE,,,TRUE,3
1004,Veg Biryani With Raita,Biryani,Aromatic basmati rice with mixed vegetables and whole spices.,360,TRUE,,,TRUE,4
1005,Chicken Tikka Biryani With Raita,Biryani,Succulent chicken tikka layered with fragrant rice and spices.,440,FALSE,staffpick,,TRUE,5
1101,Saigon Coconut Iced Latte,Coffee & Cold Brews,Chilled espresso with coconut and condensed milk.,260,TRUE,,,TRUE,1
1102,Iced Long Black,Coffee & Cold Brews,"Bold, chilled espresso with zero frills.",200,TRUE,,,TRUE,2
1103,Vanilla Sweet Cream Cold Brew,Coffee & Cold Brews,Smooth cold brew with lush vanilla cream.,260,TRUE,bestseller,,TRUE,3
1104,Pineapple Cold Brew Tonic,Coffee & Cold Brews,Tropical pineapple and fizzy tonic with cold brew.,270,TRUE,,,TRUE,4
1105,Shaken Vanilla Latte,Coffee & Cold Brews,Creamy vanilla latte shaken with ice.,280,TRUE,staffpick,,TRUE,5
1106,Berry Brew,Coffee & Cold Brews,Bold espresso with sweet and tart cranberry flavors.,260,TRUE,,,TRUE,6
1107,Iced Latte,Coffee & Cold Brews,Cold espresso with milk served over ice.,215,TRUE,,,TRUE,7
1108,Classic Cold Coffee,Coffee & Cold Brews,Chilled coffee with milk and ice.,240,TRUE,,,TRUE,8
1109,Iced Americano,Coffee & Cold Brews,Bold espresso with cold water and ice.,175,TRUE,,,TRUE,9
1110,Vietnamese Cold Brew,Coffee & Cold Brews,Smooth cold brew with sweetened condensed milk.,280,TRUE,,,TRUE,10
1111,Pop Espresso,Coffee & Cold Brews,"Passionfruit, lemongrass, and bold espresso.",260,TRUE,staffpick,,TRUE,11
1112,Sea Salt Caramel Shaken Latte,Coffee & Cold Brews,Shaken iced latte with sweet caramel and sea salt.,280,TRUE,,,TRUE,12
1113,Cold Brew (Rum Barrel) - 200 ML,Coffee & Cold Brews,Cold brew aged in rum barrels for a smooth experience.,260,TRUE,,,TRUE,13
1114,Iced Flatwhite,Coffee & Cold Brews,Smooth iced flat white with micro-foam milk.,220,TRUE,,,TRUE,14
1115,Iced Cappuccino,Coffee & Cold Brews,Chilled cappuccino with frothy milk over ice.,190,TRUE,,,TRUE,15
1201,Guava Chilli,Coolers & Tea,Sweet guava juice with a hint of chili.,225,TRUE,spicy,,TRUE,1
1202,Pink Lemonade,Coolers & Tea,Sweet and tangy pink lemonade with watermelon flavor.,235,TRUE,,,TRUE,2
1203,Orange Cranberry,Coolers & Tea,Fruity orange and cranberry soda over ice.,270,TRUE,,,TRUE,3
1204,Passion Pop: Passion Fruit Soda,Coolers & Tea,"Bubbly soda with passion fruit, lemongrass, and kaffir lime.",280,TRUE,,,TRUE,4
1205,Fresh Lime Water/Soda,Coolers & Tea,Fresh lime juice with sparkling or still water.,160,TRUE,,,TRUE,5
1206,Lychee Lemon Bliss,Coolers & Tea,"Lychee and lemon over ice, light and zesty.",200,TRUE,,,TRUE,6
1207,Masala Lemonade,Coolers & Tea,Lemonade infused with Indian spices and herbs.,175,TRUE,,,TRUE,7
1208,Hibiscus Iced Tea,Coolers & Tea,Vibrant floral iced tea with a slightly tart flavor.,190,TRUE,,,TRUE,8
1209,Lemon Iced Tea,Coolers & Tea,Refreshing iced tea with a splash of lemon.,175,TRUE,,,TRUE,9
1210,Peach Iced Tea,Coolers & Tea,Sweet iced tea made with ripe peaches.,190,TRUE,,,TRUE,10
1211,Thumbs Up,Coolers & Tea,Classic cola.,60,TRUE,,,TRUE,11
1212,Sprite,Coolers & Tea,Lemon-lime soda.,60,TRUE,,,TRUE,12
1213,Coke,Coolers & Tea,Classic cola.,60,TRUE,,,TRUE,13
1214,Diet Coke,Coolers & Tea,Sugar-free cola.,60,TRUE,,,TRUE,14
1215,Red Bull,Coolers & Tea,Energy drink.,200,TRUE,,,TRUE,15
1301,Shaken Vanilla Matcha Latte,Matcha,"Matcha, vanilla, and ice in a cool, creamy shake-up.",260,TRUE,,,TRUE,1
1302,Blueberry Matcha Latte,Matcha,Velvety matcha with a splash of blueberry magic.,270,TRUE,,,TRUE,2
1303,Iced Matcha Latte,Matcha,Earthy matcha and cold milk for a green pick-me-up.,225,TRUE,,,TRUE,3
1304,Strawberry Matcha Latte,Matcha,Sweet strawberries and bold matcha.,270,TRUE,bestseller,,TRUE,4
1401,Seasonal Berry Bowl,All Day Breakfast,Seasonal berries with crunchy granola and honey.,430,TRUE,,,TRUE,1
1402,Strawberry Smoothie Bowl,All Day Breakfast,Creamy blended strawberries with fresh fruits and granola.,430,TRUE,,,TRUE,2
1403,Berry Smoothie,All Day Breakfast,Cool and creamy blend of blueberries and yogurt.,310,TRUE,,,TRUE,3
1404,Strawberry Smoothie,All Day Breakfast,Classic strawberry smoothie with ripe strawberries.,310,TRUE,,,TRUE,4
1405,Avo Snob (House Salad),All Day Breakfast,Creamy mashed avocado on toasted sourdough with house salad.,395,TRUE,staffpick,,TRUE,5
1406,Keema Pao,All Day Breakfast,Spicy minced chicken with aromatic Indian spices and buttery pao.,440,FALSE,,,TRUE,6
1407,Chickpea Hummus Salad,All Day Breakfast,Creamy hummus with crisp greens and hearty chickpeas.,270,TRUE,,,TRUE,7
1408,Greek Salad,All Day Breakfast,"Cucumbers, tomatoes, olives, feta, and olive oil dressing.",300,TRUE,,,TRUE,8
1409,Veg Caesar Salad,All Day Breakfast,"Romaine lettuce with Caesar dressing, croutons, and parmesan.",300,TRUE,,,TRUE,9
1410,Veg Pesto Salad,All Day Breakfast,"Mixed greens, roasted vegetables, and tangy pesto dressing.",290,TRUE,,,TRUE,10
1411,Non Veg Pesto Salad,All Day Breakfast,Grilled chicken over greens with roasted veggies and pesto.,320,FALSE,,,TRUE,11
1412,Non Veg Caesar Salad,All Day Breakfast,Classic Caesar salad with grilled chicken and parmesan.,360,FALSE,,,TRUE,12
1413,Corn & Cheese Garlic Bread,All Day Breakfast,"Sweet corn, capsicum, onion with mozzarella cheese.",190,TRUE,,,TRUE,13
1414,Pesto Paneer Garlic Bread,All Day Breakfast,Pesto marinated paneer with mozzarella cheese.,200,TRUE,,,TRUE,14
1415,Chipotle Chicken Garlic Bread,All Day Breakfast,Chicken sausages with house chipotle sauce.,250,FALSE,,,TRUE,15
1416,Extra Pao (Set of 2),All Day Breakfast,Soft buttery pao buns.,30,TRUE,,,TRUE,16
1501,Churros Bomb,Desserts,Bite-sized churros tossed in cinnamon sugar with chocolate sauce.,295,TRUE,bestseller,,TRUE,1
1502,Cheesecake With Matcha Ganache,Desserts,Smooth cheesecake with rich matcha & white chocolate ganache.,340,TRUE,,,TRUE,2
1503,Tiramisu,Desserts,Classic Italian dessert with coffee-soaked ladyfingers and mascarpone.,315,FALSE,staffpick,,TRUE,3
1504,Waffles,Desserts,"Crisp golden waffles with syrup, whipped cream, and fresh fruit.",290,TRUE,,,TRUE,4
1505,Churros,Desserts,Golden churros with cinnamon sugar and hazelnut ganache.,290,TRUE,,,TRUE,5
1506,Pancake,Desserts,Fluffy pancakes served with syrup and butter.,250,TRUE,,,TRUE,6
1507,Hazelnut Cheese Cake,Desserts,Rich and creamy cheesecake infused with hazelnut flavor.,320,TRUE,,,TRUE,7
